fold,parent_asin,year_month,rating,rating_text_mismatch,text_context_risk,fusion_score,text_norm
2019,B07FXGBWJ1,2019-08,1.0,0,0.8447017948729257,0.8438371504641335,not durable this machine made the best ice cubes however it lasted 2 months i cannot find anyone who can repair it i am not sure what is wrong with it this is a lemon for sure
2019,B07FXGBWJ1,2019-08,5.0,1,0.4903322389491285,0.8438371504641335,this thing rocks rocks for your drink on the rocks that is i purchased this thing under a different listing that was about 20 cheaper than this listing so that tells you something right there it is going up in price this thing makes cocktail ice like nobodies business if you put refrigerated cold water in it it even goes faster i fill my freezer with ice in 2 or 3 hours its easy to clean its pretty quite the only time it makes any noise is when i
2019,B07FXGBWJ1,2019-08,5.0,1,0.18997766514283518,0.8438371504641335,great ice maker i use a lot of ice and was using 10 to 15 lbs bags of ice every three to four day this ice maker is working great and the ice comes out great and does not melt fast
2019,B00INXG9MY,2019-04,1.0,0,0.9913401910765132,0.8203398419437353,this ice machine broke down after only four months i am so disappointed this machine is very loud and noisy i put up with the noise because the ice machine i previously purchased was delivered broken so i ordered this one after fighting for my refund from the other seller now after only four months this machine has gone kaput just stopped working one day the motor not turning and no ice i wish i could get a refund because this ice machine is a pi
2019,B00INXG9MY,2019-04,1.0,0,0.9804424380825032,0.8203398419437353,do not buy rca brand started making a grinding noise after first month i had an igloo brand prior which lasted about 3 years
2019,B00INXG9MY,2019-04,1.0,0,0.9765963234769793,0.8203398419437353,does not live up to the last one i bought purchased in january of this year and the last two weeks 4 8 4 21 it takes three times the usual to make a basket of ice cubes very disappointed would not recommend even though i purchased the same one 5 years ago and it works fine right up to the end
2019,B01N0EB8P2,2019-07,4.0,1,0.9557899409452302,0.8134281338959406,stay away water will taste bad got a pack of 3 used the first one and the water tasted bad used the 2nd it also taste bad i let water run through it for several glasses but it is still the same update upgraded to 4 stars bad taste disappeared after 24 hours
2019,B01N0EB8P2,2019-07,5.0,1,0.2006675960327843,0.8134281338959406,good for the price product is good for the price in the beginning it had a somewhat salty taste it has gotten better as more water has been filtered through it i also have not experienced any issue with it leaking ever if you install it as the directions state and follow it to a t then you wo not have any issues
2019,B01N0EB8P2,2019-07,5.0,1,0.16087514466875108,0.8134281338959406,it s a filter it s a filter it works nothing exciting here
2019,B081JBKY7K,2019-10,1.0,0,0.9688763156955642,0.8123714063673887,product customer service disappointing very disappointed the machine lasted 2 months then stopped making ice the seller wants me to take a video destroying the machine then they ll make a determination of how they can resolve the problem i just want it replaced this is such a hassle not a happy camper
2019,B081JBKY7K,2019-10,2.0,0,0.874108808358363,0.8123714063673887,chemical taste in water we turn our machine off at night and in the morning the water ice left in the machine taste terrible it a plastic chemical taste we only use distilled water why does this happen
2019,B081JBKY7K,2019-10,5.0,1,0.19704186547928854,0.8123714063673887,takes ice out of the freezer and onto the counter saves room this machine is great do not know how we lived without it our freezer does have a built in ice maker but this is so much more convenient and we have been able to turn of the built in one and get more storage in our freezer and still have ice watch out for bugs though and it is a challenge to clean
2019,B07C9R2MK7,2019-06,2.0,0,0.9674131662950671,0.8093900240193146,didn t last it lasted 4 months and one of them broke
2019,B07C9R2MK7,2019-06,1.0,0,0.935291503883382,0.8093900240193146,broke in 6 months i bought this to repair our dishwasher and it broke within 6 months now i have to decide to try again incase it was a defective one or find a different brand to order either way i m super annoyed
2019,B07C9R2MK7,2019-06,2.0,0,0.898471277137854,0.8093900240193146,not durable not very durable wheel breaks off easily
2019,B0BT1CY693,2019-09,1.0,0,0.9144812897908314,0.8038631418430646,stated size is incorrect if i could leave zero stars i would the product description is very misleading this is not a 30 inch hood it is 29 5 inches if you are replacing a standard hood you will be left with a gap on either side where grease and condensation will accumulate i contacted cosmo customer service who were not helpful and they do not offer a trim kit very poor experience
2019,B0BT1CY693,2019-09,1.0,0,0.7716276733290036,0.8038631418430646,i already installed some one needs to let me know what is next everything so loud i don t like it i need to return it please help me
2019,B0BT1CY693,2019-09,4.0,1,0.5049877846773572,0.8038631418430646,excellent value for money for a very capable under cabinet range hood installation took less than an hour including removal of old ge microwave vent combo three fan speeds including max 760 cfm per spec are more than adequate especially compared to 300 cfm of the old microwave twp led light bulbs provide decent light over the cooktop used a rigid 6 inch round duct instead of the cosmo enclosed collapsible duct to connect the range hood to the exh
2019,B002MPLYEW,2019-10,1.0,0,0.9929491467703226,0.800979570198959,do not buy unit dies after 1 month and danby customer service does not do anything but not respond i am normally not disappointed with anything i purchase because i thoroughly research and compare items doing so i have had good luck with most purchases this item is an exception to that i received my danby beverage refrigerator on july 21st and it had a small dent from delivery but i was not too concerned about that i plugged it in and it started 
2019,B002MPLYEW,2019-10,2.0,0,0.7558389770535495,0.800979570198959,dented and scratched upon arrival haven t started cooking anything yet but it arrived dented in several spots and scratched on top our event is happening soon so we didn t have time to return it for another unit very unimpressed so far
2019,B002MPLYEW,2019-10,5.0,1,0.48401622148975804,0.800979570198959,what i was expecting is what i was expecting seems like it is barely cold enough though when lots of drinks are in it have to set it at highest possible temp
2019,B07817ST8Q,2019-09,1.0,0,0.879604347403566,0.8008516298536323,ease of use i did not like this product for i felt it was cheaply made and did not sit still for the spin as it should have
2019,B07817ST8Q,2019-09,2.0,0,0.8442500734965529,0.8008516298536323,not very happy with this product it s leaking like crazy i am not happy with this product it s leaking like crazy
